posting_id,company_name,title,canonical_url,location,employment_type,remote_type,minimum_years,salary_minimum,salary_maximum,summary,first_seen_at,last_updated,is_active
31113c79-a725-440e-a9cd-9ee90fb426b2,2K,Junior Level Designer,https://job-boards.greenhouse.io/2k/jobs/7767175003,"Nova Scotia, Canada",,,2,,,,2026-06-24,2026-07-04 18:25:26.797761+00:00,TRUE
97df15bb-b1f8-49ee-8455-d014cdaccfdb,2K,Senior Gameplay Designer,https://job-boards.greenhouse.io/2k/jobs/7512739003,"Burnaby, British Columbia, Canada",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
c80006f2-fb1b-468d-87aa-cf058fe7ff7d,2K,Senior Gameplay Designer,https://job-boards.greenhouse.io/2k/jobs/7682048003,"Brighton, England, United Kingdom",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
b41784a5-2bc1-48aa-99ac-4b975d2da3fe,2K,Senior Mission Designer,https://job-boards.greenhouse.io/2k/jobs/7760458003,"Brighton, England, United Kingdom",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
69d7ae4c-b81f-489c-8fc2-db61191c9a53,Absurd Ventures,Gameplay Designer,https://www.absurdventures.com/careers#5020696007,"Santa Monica, California, United States",,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
d0c5df5c-2794-4cf3-9de5-9261f8f56108,Absurd Ventures,Principal / Lead Gameplay Designer,https://job-boards.greenhouse.io/absurdventures/jobs/5020696007,Santa Monica,,,5,145000,180000,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
ae81ad9d-d30e-42bc-aa28-3f708619277e,Activision,Lead - Quest Designer,https://hitmarker.net/jobs/activision-lead-quest-designer-1784006,"Warsaw, Poland | Malmö, Sweden",freelance,,,,,,2026-07-02,2026-07-04 18:25:26.797761+00:00,TRUE
c2a2e545-a78e-4209-90f7-f5387e34bcf3,Activision,Quest Designer,https://hitmarker.net/jobs/activision-quest-designer-1723908,"Warsaw, Poland | Malmö, Sweden",freelance,,,,,,2026-06-18,2026-07-04 18:25:26.797761+00:00,TRUE
c487cd8b-5da1-49a6-b3e6-dfcad92c60df,Activision,Senior Quest Designer,https://hitmarker.net/jobs/activision-senior-quest-designer-1855795,"Warsaw, Poland",freelance,,,,,,2026-07-04,2026-07-04 18:25:26.797761+00:00,TRUE
4063e0fe-715c-48bf-a6c7-d06360147da6,Amanotes,[UPLIVE Company] LEVEL DESIGNER (MUSIC GAME),https://jobs.lever.co/amanotes/c8deafe4-2090-4103-bfde-d1e64e8bc146,"Ho Chi Minh City, Vietnam",,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
7663f217-bd2e-488b-b787-c98efc454258,Amber,Level Designer,https://jobs.jobvite.com/amberstudiocareers/job/ouXOsfwr,"Bucharest, Romania",,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
37dc0c87-5e59-44d9-a682-78244bacce3d,Angry Mob Games,Gameplay Designer,https://www.angrymobgames.com/project/gameplay-designer/,Worldwide,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
b8dcbf53-11d0-4cac-8c0b-4a668486f456,Arcanaut Studios,Level Designer,https://arcanautstudios.applytojobs.ca/design/47377,"Edmonton, Alberta, Canada",,hybrid,,,,Must be based in either Alberta or BC,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
540328d9-e0c2-4689-957c-4ddf53c1a417,Asobo Studio,Level Designer H/F (Projet narratif non annoncé),https://jobs.eu.lever.co/asobostudio/3edcc5db-2619-4c98-98d1-81778e6c4e66,Bordeaux,,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
d7105e92-b9fa-4034-9dd9-195676f060fb,Avalanche Software,Gameplay Designer,https://warnerbros.wd5.myworkdayjobs.com/en-US/global/job/UT-Salt-Lake-City-175-East-400-South/Senior-Designer--Gameplay_R000106329,"Salt Lake City, Utah, United States",,hybrid,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
9ffaf64f-3e96-4093-8ab3-cecc4283d800,Behaviour Interactive,Narrative Designer - Internship Fall 2026 | Concepteur·rice de narratif - Stage Automne 2026,https://jobs.lever.co/bhvr/cd005f33-e726-4840-b526-fd86b7bdefff,"Toronto, ON",internship,hybrid,,,,,2026-07-02,2026-07-04 18:25:26.797761+00:00,TRUE
27bd3cf9-ac0c-422e-bd57-dcfdc3a2964d,Behaviour Interactive,Senior Level Designer - Confidential Co-Development Project | Concepteur·rice de niveaux sénior·e - Projet confidentiel en co-développement,https://jobs.lever.co/bhvr/e1576270-0ff8-4cc7-9dbc-20609357e667,"Montreal, QC",,hybrid,,,,,2026-07-04,2026-07-04 18:25:26.797761+00:00,TRUE
959e655b-e39f-4953-8954-a74438baa866,Blizzard Entertainment,Senior Writer - Temp (Story and Franchise Development / SFD),https://xboxgaming.wd1.myworkdayjobs.com/en-US/Blizzard_External_Careers/job/Work-from-Home---PA/Senior-Writer---Temp--Story-and-Franchise-Development---SFD-_R027321,"Harrisburg, Pennsylvania, United States of America",temporary,,6,82000,152000,,2026-06-28,2026-07-04 18:25:26.797761+00:00,TRUE
8e529e1e-7539-4937-b224-c922596b3260,CD PROJEKT RED,Expert Level Designer,https://www.cdprojektred.com/en/jobs/22160-expert-level-designer,"Warsaw, Masovian Voivodeship, Poland",full-time,,7,378000,520080,"Designing, prototyping, iterating on and polishing in-game levels, including level geometry, enemy encounters and other gameplay elements, using our proprietary tools and Unreal Engine 5. Crafting unique spaces where gameplay flow and visual composition form memorable experiences. Developing and…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
f4eb4df0-63c3-4f8f-bfed-0593e4d736b8,CD Projekt Red,Gameplay Designer,https://jobs.smartrecruiters.com/CDPROJEKTRED/744000123382181,"Warsaw, Mazowieckie, Poland",,hybrid,,,,Gameplay Designer (Enemies/NPC). For The Witcher 4,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
bf2fef27-b639-4147-b9b3-9fd1ccc459b8,CD PROJEKT RED,Lead Narrative Producer,https://www.cdprojektred.com/en/jobs/22152-lead-narrative-producer,"Boston, MA, United States",full-time,,10,143000,218500,"Work closely with the Executive Producer to lead the development and growth of our production team. Drive our narrative production including, story, quest, mocap, perfcap, and VO recording. Cooperate with leadership and cross-functional development teams, ensuring alignment with vision and goals.…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
c98bdc22-9d4b-4fa1-9cbb-e9dfdf60c354,CD PROJEKT RED,"Senior Engineer, Story",https://www.cdprojektred.com/en/jobs/21689-senior-engineer-story,"Warsaw, Masovian Voivodeship, Poland",full-time,,5,284400,449460,"Designing, implementing, optimizing and maintaining narrative and cinematic systems used across our project. Developing and supporting tools that enable fast implementation of immersive story experience. Taking ownership of story tech features, ensuring performance, stability and scalability.…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
d908e28e-b28d-4d20-b9d6-5a8f38104455,CD PROJEKT RED,Senior Gameplay Designer,https://www.cdprojektred.com/en/jobs/22032-senior-gameplay-designer,"Warsaw, Masovian Voivodeship, Poland",full-time,,5,,,"Proposing and documenting an innovative design for systems and features that follows the game direction. Iterating and improving documentation for existing systems and features. Designing, prototyping, scripting, iterating on features using a Unreal Engine 5. Working in multidisciplinary teams on…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
efa27747-c378-4efd-99f3-8280ccaa1182,CD PROJEKT RED,Senior Gameplay Designer (Enemies/NPC),https://www.cdprojektred.com/en/jobs/22016-senior-gameplay-designer-enemies-npc,"Warsaw, Masovian Voivodeship, Poland",full-time,,6,241200,381480,"Design and implementation of NPCs, and enemies behavior subsystems. Collaboration with designers, programmers and other project stakeholders to develop and refine mechanics that enhance player immersion and satisfaction. Designing and prototyping unique enemy, NPC and character companions…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
bca4c0bc-6b19-46e1-a284-d34e66ec2a9c,CD PROJEKT RED,Senior Narrative Designer,https://www.cdprojektred.com/en/jobs/22064-senior-narrative-designer,"Boston, MA, United States",full-time,,5,118800,196000,"Create detailed storylines and believable worlds around them Design quests, NPC communities and open world events. Implement designed content through visual scripting using a proprietary toolset within UE5. Plan the assets required to create your content. Collaborate with other departments as part…",2026-06-14,2026-07-04 18:25:26.797761+00:00,TRUE
